"","Tumor_1","Tumor_2","Tumor_3","Tumor_4","Tumor_5","Tumor_6","Normal_1","Normal_2","Normal_3","Normal_4","Normal_5","Normal_6"
"GENE_17183",454,647,77,130,90,328,86,27,54,22,55,10
"GENE_17184",352,77,143,587,317,120,10,67,2,55,14,23
"GENE_17185",1314,348,109,294,148,523,47,113,78,135,139,111
"GENE_17186",141,485,535,291,499,424,17,123,131,48,38,130
"GENE_17187",271,38,135,307,278,433,176,2,5,107,28,52
"GENE_17188",140,392,403,110,52,1112,106,29,28,49,69,185
"GENE_17189",2762,1986,1703,3111,1597,1877,159,273,193,168,238,129
"GENE_17190",81,48,60,21,85,15,7,15,10,4,24,17
"GENE_17191",351,205,409,601,344,162,118,94,196,137,138,174
"GENE_17192",1901,853,897,64,1271,2119,93,33,41,76,120,96
"GENE_17193",17,166,60,76,8,75,32,11,21,19,10,24
"GENE_17194",300,278,296,1445,1913,800,206,196,81,70,31,23
"GENE_17195",214,74,588,166,135,284,55,12,71,86,34,60
"GENE_17196",2636,1625,446,698,593,206,309,149,315,121,291,232
"GENE_17197",393,45,98,709,109,165,99,79,29,36,26,135
"GENE_17198",1171,806,150,280,303,617,212,63,193,71,83,30
"GENE_17199",213,481,117,347,358,226,59,54,26,72,85,100
"GENE_17200",278,272,343,1265,364,686,100,139,186,17,10,215
"GENE_17201",432,637,1085,990,942,1686,218,1549,111,339,466,41
"GENE_17202",191,360,291,324,245,113,4,90,50,51,31,38
"GENE_17203",199,315,376,270,456,90,47,34,46,10,149,98
"GENE_17204",184,477,143,215,159,494,56,86,132,126,89,128
"GENE_17205",286,271,32,582,278,156,69,54,105,13,23,157
"GENE_17206",837,931,79,686,2159,782,135,161,150,221,42,15
"GENE_17207",156,319,436,451,198,138,12,90,110,55,76,58
"GENE_17208",567,172,407,468,386,444,152,86,11,63,11,122
"GENE_17209",408,535,297,667,1366,1152,47,153,115,46,365,72
"GENE_17210",731,261,771,1182,357,176,133,175,278,42,153,164
"GENE_17211",231,50,757,309,24,397,75,39,11,19,60,7
"GENE_17212",2166,991,106,144,364,760,369,111,126,227,54,134
"GENE_17213",245,538,224,69,131,297,9,66,20,16,104,160
"GENE_17214",239,316,758,876,1046,295,113,74,167,642,30,50
"GENE_17215",269,87,128,185,138,149,6,3,19,3,35,29
"GENE_17216",381,429,397,1421,1415,449,132,22,97,63,320,37
"GENE_17217",1037,323,30,518,316,671,36,38,283,112,126,70
"GENE_17218",124,130,30,105,60,23,47,20,23,55,23,7
"GENE_17219",484,987,284,599,617,102,28,50,69,102,109,121
"GENE_17220",578,104,233,458,380,347,61,45,22,16,85,9
"GENE_17221",145,369,100,113,128,200,16,198,62,32,52,74
"GENE_17222",202,55,238,69,142,136,8,9,47,9,22,12
"GENE_17223",341,622,413,130,328,364,95,204,44,95,181,68
"GENE_17224",726,4669,1017,500,715,2175,190,799,484,51,106,114
"GENE_17225",292,75,52,223,211,460,21,34,16,18,12,30
"GENE_17226",19,629,229,258,20,107,107,102,42,94,149,48
"GENE_17227",556,344,1182,804,991,572,47,307,276,55,322,337
"GENE_17228",86,44,21,76,83,39,5,38,13,33,4,37
"GENE_17229",350,124,515,750,118,199,89,102,110,155,65,82
"GENE_17230",222,444,207,86,110,637,35,31,4,35,17,3
"GENE_17231",554,1047,1194,893,391,407,30,161,166,306,95,99
"GENE_17232",583,253,1099,895,294,152,48,45,24,96,24,36
"GENE_17233",362,552,95,91,639,494,140,121,106,86,68,55
"GENE_17234",22,91,426,230,290,137,14,18,55,18,9,40
"GENE_17235",195,221,15,85,61,81,14,3,57,57,37,45
"GENE_17236",448,189,62,90,359,88,8,5,25,15,55,54
"GENE_17237",232,1173,203,1479,1092,1344,86,80,129,173,50,51
"GENE_17238",246,404,112,714,716,405,50,61,54,12,99,127
"GENE_17239",236,1811,1256,726,625,1646,296,77,98,156,107,99
"GENE_17240",429,179,65,297,297,600,38,58,36,52,51,14
"GENE_17241",294,53,709,166,157,460,178,79,215,125,215,338
"GENE_17242",561,654,747,572,348,327,597,328,64,25,94,111
"GENE_17243",207,753,596,333,2142,1072,130,27,313,300,68,206
"GENE_17244",143,1538,469,422,386,411,4,62,67,131,76,120
"GENE_17245",175,818,420,145,159,168,30,49,62,17,39,15
"GENE_17246",1402,259,422,3345,822,1953,220,96,70,56,344,43
"GENE_17247",119,109,352,708,1111,133,43,96,116,27,60,21
"GENE_17248",154,531,175,194,147,286,69,32,104,66,10,81
"GENE_17249",27,638,142,139,95,254,35,29,78,51,78,91
"GENE_17250",217,410,621,699,219,40,29,42,41,50,58,10
"GENE_17251",378,246,773,838,368,1113,55,114,53,41,2,94
"GENE_17252",1976,1830,1242,405,2746,634,58,642,104,123,275,109
"GENE_17253",423,694,714,522,449,218,35,24,35,108,98,137
"GENE_17254",67,35,318,42,105,85,37,48,13,0,5,35
"GENE_17255",2116,626,2688,1013,996,1632,662,461,80,111,84,366
"GENE_17256",107,379,518,264,461,121,112,13,21,35,63,48
"GENE_17257",236,170,466,114,199,92,65,231,60,11,12,73
"GENE_17258",213,341,71,120,585,416,146,137,184,59,26,287
"GENE_17259",161,25,124,96,233,22,16,10,18,22,16,7
"GENE_17260",345,264,229,5,1198,521,6,32,88,72,31,25
"GENE_17261",93,88,193,155,85,17,64,66,55,8,49,75
"GENE_17262",362,323,639,530,436,713,82,46,35,87,29,57
"GENE_17263",354,437,512,334,377,813,17,196,158,77,144,67
"GENE_17264",710,628,1088,107,55,1267,84,115,164,126,307,316
"GENE_17265",1036,604,657,263,191,958,13,83,68,35,78,127
"GENE_17266",638,75,158,226,158,52,219,56,28,96,55,280
"GENE_17267",657,169,59,199,2205,394,299,174,33,108,5,31
"GENE_17268",314,118,365,404,538,208,25,5,91,216,24,165
"GENE_17269",137,688,1194,1584,716,1397,254,57,268,190,145,49
"GENE_17270",29,10,68,192,117,55,78,41,25,97,125,70
"GENE_17271",962,634,800,137,61,656,149,235,37,19,15,421
"GENE_17272",176,516,231,232,354,64,149,93,176,28,20,72
"GENE_17273",64,127,351,216,500,718,355,58,33,41,300,93
"GENE_17274",200,370,47,58,143,99,29,20,9,12,48,7
"GENE_17275",279,560,344,177,64,411,55,208,226,166,71,41
"GENE_17276",180,36,355,47,273,319,10,5,54,36,88,68
"GENE_17277",240,236,545,449,453,53,56,138,44,11,136,30
"GENE_17278",1126,769,184,751,403,287,56,38,28,57,129,28
"GENE_17279",149,650,508,1495,366,1388,23,252,123,12,220,121
"GENE_17280",280,1150,439,1053,761,414,36,58,93,28,137,54
"GENE_17281",43,136,48,208,321,64,6,5,40,32,10,29
"GENE_17282",1148,430,442,1038,372,278,59,78,139,103,40,182
"GENE_17283",503,319,677,484,261,276,5,147,97,42,71,60
"GENE_17284",289,302,375,157,282,383,57,45,117,58,190,21
"GENE_17285",796,239,453,467,1076,104,17,179,49,3,70,45
"GENE_17286",299,263,119,108,60,125,22,13,10,84,25,13
"GENE_17287",2183,595,450,2494,1505,2738,122,96,131,397,209,37
"GENE_17288",12,401,66,119,84,16,24,5,41,15,20,17
"GENE_17289",230,404,863,789,981,327,184,190,84,63,126,185
"GENE_17290",881,446,207,544,455,226,28,115,11,123,12,117
"GENE_17291",2045,437,756,1286,794,317,78,118,75,3,100,67
"GENE_17292",471,591,359,111,357,38,32,28,22,25,43,12
"GENE_17293",1060,116,225,296,296,1220,60,105,110,234,176,166
"GENE_17294",1224,500,906,717,2083,431,583,242,284,71,101,864
"GENE_17295",40,601,354,341,196,187,135,81,167,40,71,53
"GENE_17296",511,45,71,595,250,784,45,8,12,7,34,6
"GENE_17297",535,346,153,156,200,438,33,62,70,102,41,42
"GENE_17298",95,252,50,41,322,455,62,54,2,24,24,59
"GENE_17299",148,545,174,452,289,555,57,20,57,85,49,13
"GENE_17300",96,410,492,54,120,123,90,62,71,11,108,19
"GENE_17301",123,73,117,454,28,99,42,43,56,84,68,57
"GENE_17302",1005,1868,1203,979,483,338,27,138,82,144,184,328
"GENE_17303",37,48,25,87,112,192,69,17,51,32,45,25
"GENE_17304",298,190,86,589,459,141,118,56,102,220,14,49
"GENE_17305",316,935,374,397,1642,780,20,196,216,173,156,21
"GENE_17306",62,86,315,717,1590,616,123,199,102,44,162,44
"GENE_17307",443,333,1796,734,1289,631,87,137,56,203,123,205
"GENE_17308",1001,842,1192,619,559,307,705,38,308,117,37,420
"GENE_17309",796,968,2977,974,2096,105,279,400,206,338,79,337
"GENE_17310",1034,122,870,1320,526,1670,401,131,19,285,225,106
"GENE_17311",25,50,70,9,12,48,15,1,31,33,21,8
"GENE_17312",457,80,1269,418,1025,971,38,60,63,46,85,83
"GENE_17313",231,500,840,201,70,629,59,67,69,154,101,262
"GENE_17314",35,119,469,151,1323,1134,146,144,104,77,76,91
"GENE_17315",291,1126,323,334,1005,1022,52,106,114,135,100,84
"GENE_17316",90,110,306,137,142,331,20,16,74,31,104,97
"GENE_17317",25,82,75,56,100,19,9,17,4,11,3,7
"GENE_17318",43,18,9,62,96,18,21,9,8,0,5,35
"GENE_17319",180,163,142,140,287,228,45,86,40,125,67,10
"GENE_17320",393,157,344,798,545,412,65,9,29,18,105,165
"GENE_17321",590,214,720,283,843,777,169,293,113,104,353,111
"GENE_17322",733,2513,1456,1417,503,655,271,88,182,233,47,60
"GENE_17323",270,230,594,275,927,209,54,29,104,108,12,339
"GENE_17324",64,20,33,87,91,60,40,71,25,38,51,29
"GENE_17325",70,219,290,262,200,552,55,56,11,33,74,4
"GENE_17326",157,125,363,332,153,70,90,63,24,31,38,3
"GENE_17327",78,482,428,931,70,309,39,59,151,191,71,68
"GENE_17328",23,50,9,24,40,40,3,3,19,13,6,5
"GENE_17329",181,28,277,87,275,263,29,39,106,26,24,47
"GENE_17330",170,11,209,213,130,36,7,40,7,35,66,94
"GENE_17331",70,114,254,183,321,212,108,120,90,182,110,36
"GENE_17332",350,1023,288,221,265,278,88,62,59,17,38,153
"GENE_17333",132,348,410,272,151,74,16,5,135,15,105,115
"GENE_17334",221,1434,854,598,540,2862,524,316,190,414,583,750
"GENE_17335",478,399,114,331,69,186,32,56,87,22,149,3
"GENE_17336",58,34,789,400,216,492,154,105,42,41,130,9
"GENE_17337",273,263,535,76,392,180,70,224,101,15,28,65
"GENE_17338",2753,2590,3738,1863,3907,2243,384,318,450,193,335,930
"GENE_17339",762,60,477,234,208,977,43,104,24,51,100,94
"GENE_17340",81,281,81,431,520,1556,55,87,122,13,42,70
"GENE_17341",1548,527,259,1378,674,896,103,179,111,99,95,16
"GENE_17342",978,734,698,255,247,991,158,69,181,76,251,223
"GENE_17343",835,2276,1283,407,2801,2155,273,143,311,326,522,137
"GENE_17344",237,499,222,371,437,1026,85,26,27,50,60,173
"GENE_17345",315,369,698,227,553,410,104,246,26,34,11,30
"GENE_17346",111,61,81,199,234,221,35,84,18,18,29,59
"GENE_17347",3213,2569,723,1971,1854,1199,334,312,280,624,383,642
"GENE_17348",540,164,266,77,194,269,39,130,36,189,47,40
"GENE_17349",39,10,89,102,5,82,23,35,13,4,21,15
"GENE_17350",761,482,481,640,167,91,223,50,48,38,102,1
"GENE_17351",30,89,114,71,11,37,8,24,7,34,53,10
"GENE_17352",360,429,659,2897,74,137,87,87,36,89,124,102
"GENE_17353",172,156,451,303,296,46,8,32,48,30,53,44
"GENE_17354",1483,204,805,644,485,580,427,244,76,21,225,63
"GENE_17355",12,43,49,42,78,47,12,29,11,7,15,27
"GENE_17356",406,2203,682,1200,147,262,484,210,165,476,240,199
"GENE_17357",1057,766,2426,2079,1246,309,35,43,12,211,163,282
"GENE_17358",1053,850,396,1934,324,254,34,57,115,95,92,182
"GENE_17359",780,988,1796,286,760,1473,81,203,441,101,84,70
"GENE_17360",817,435,240,144,150,390,187,157,78,54,107,38
"GENE_17361",225,43,143,192,179,155,9,52,17,58,55,82
"GENE_17362",145,109,641,673,253,176,119,61,18,86,10,80
"GENE_17363",199,209,168,92,126,71,12,79,16,79,132,30
"GENE_17364",606,120,289,293,41,123,23,88,33,123,53,28
"GENE_17365",494,604,214,106,82,288,76,13,32,51,21,3
"GENE_17366",57,120,52,71,116,99,47,25,25,79,37,21
"GENE_17367",148,300,62,274,166,162,18,32,40,34,81,26
"GENE_17368",26,223,43,134,261,241,123,33,94,134,172,51
"GENE_17369",998,244,600,1130,862,648,53,77,627,86,309,23
"GENE_17370",666,106,484,469,373,1099,65,72,49,183,93,50
"GENE_17371",426,340,675,307,161,178,136,177,155,10,54,23
"GENE_17372",258,448,187,237,2897,516,77,34,198,70,112,167
"GENE_17373",393,987,675,299,240,459,80,88,88,18,134,50
"GENE_17374",163,194,233,68,334,179,270,126,130,59,116,39
"GENE_17375",499,33,618,298,136,1232,107,116,79,265,270,116
"GENE_17376",10,162,145,91,17,164,6,8,50,40,4,79
"GENE_17377",622,332,610,471,974,433,157,68,120,167,114,45
"GENE_17378",713,66,6,198,104,91,38,17,10,3,9,12
"GENE_17379",924,600,656,849,977,1242,205,106,19,164,37,200
"GENE_17380",299,593,696,80,258,825,27,69,55,111,35,202
"GENE_17381",156,371,185,175,343,222,69,50,92,50,14,20
"GENE_17382",739,391,400,793,660,230,125,85,56,43,200,45
"GENE_17383",847,1219,1131,461,1604,1358,112,108,515,163,153,310
"GENE_17384",122,276,407,307,199,273,59,111,5,14,35,69
"GENE_17385",38,11,329,18,56,13,195,53,21,83,77,99
"GENE_17386",196,248,453,360,202,110,86,63,90,126,238,180
"GENE_17387",293,438,707,555,215,1417,140,175,166,166,378,82
"GENE_17388",913,1302,857,1238,2570,208,197,579,161,135,117,198
"GENE_17389",10,11,2,71,38,120,51,27,61,8,14,16
"GENE_17390",89,191,107,137,35,177,20,46,100,28,78,19
"GENE_17391",386,31,254,507,171,488,55,62,152,109,23,30
"GENE_17392",759,447,433,170,53,264,103,90,38,85,181,49
"GENE_17393",834,279,825,641,780,720,78,47,85,18,303,117
"GENE_17394",748,1605,1239,277,179,870,153,204,136,74,259,99
"GENE_17395",79,524,230,132,126,53,74,10,86,44,176,64
"GENE_17396",4,39,161,30,147,74,4,12,27,22,1,7
"GENE_17397",70,1229,660,209,236,580,322,98,92,225,509,85
"GENE_17398",668,193,377,549,690,348,151,409,359,106,594,84
"GENE_17399",39,19,421,343,9,36,127,20,21,38,55,6
"GENE_17400",457,178,54,180,73,869,84,70,204,111,139,101
"GENE_17401",349,1004,614,195,399,993,71,46,46,45,86,83
"GENE_17402",186,151,137,314,72,244,79,20,54,25,212,172
"GENE_17403",400,385,591,740,125,137,95,56,107,139,133,22
"GENE_17404",72,57,387,52,181,291,53,30,102,34,117,23
"GENE_17405",265,294,352,331,441,821,668,75,286,334,342,220
"GENE_17406",172,247,92,220,114,84,48,40,40,26,21,17
"GENE_17407",1,37,87,1,77,93,3,20,9,4,21,12
"GENE_17408",423,573,193,694,335,614,98,76,79,51,37,40
"GENE_17409",24,11,7,15,10,35,4,2,9,0,2,3
"GENE_17410",338,222,495,83,228,185,132,60,32,73,110,224
"GENE_17411",165,145,513,532,34,1006,55,59,75,259,59,271
"GENE_17412",685,833,576,1484,342,384,180,88,50,173,30,91
"GENE_17413",88,100,180,130,23,445,63,60,21,26,43,12
"GENE_17414",15,10,8,4,23,22,5,4,4,0,14,1
"GENE_17415",68,158,355,210,109,156,10,105,23,60,21,53
"GENE_17416",55,271,537,377,62,979,80,53,229,65,237,168
"GENE_17417",126,1303,306,334,246,97,143,62,28,46,128,34
"GENE_17418",775,1381,948,378,1236,506,66,76,25,245,53,448
"GENE_17419",787,298,519,325,264,437,199,171,229,269,227,91
"GENE_17420",121,318,722,373,544,238,95,341,100,50,127,132
"GENE_17421",148,749,117,273,91,529,1,23,17,9,136,32
"GENE_17422",79,63,25,102,237,27,43,14,15,39,80,24
"GENE_17423",498,556,331,158,453,138,115,181,36,4,51,22
"GENE_17424",12,9,27,45,33,10,3,2,2,10,3,2
"GENE_17425",1283,179,2211,827,1362,511,64,10,89,195,209,131
"GENE_17426",206,431,515,278,196,31,58,65,185,224,74,184
"GENE_17427",1306,528,910,530,1657,538,85,140,92,97,324,83
"GENE_17428",71,243,393,78,302,59,42,5,153,97,55,108
"GENE_17429",193,220,515,63,621,363,182,127,113,108,229,119
"GENE_17430",132,16,32,138,124,142,30,86,8,11,44,23
"GENE_17431",548,211,132,518,267,467,94,115,118,142,188,118
"GENE_17432",645,236,886,100,886,836,303,130,32,22,324,74
"GENE_17433",853,1826,459,463,434,1280,55,37,265,251,14,86
"GENE_17434",72,123,279,258,41,90,57,20,90,61,234,111
"GENE_17435",123,111,66,280,123,172,15,54,13,19,42,10
"GENE_17436",589,610,638,1840,1251,345,144,89,27,60,249,216
"GENE_17437",126,181,31,46,67,88,7,32,43,33,35,13
"GENE_17438",1015,946,435,1793,1072,973,57,58,456,380,117,70
"GENE_17439",962,184,376,373,86,143,80,53,51,16,2,22
"GENE_17440",94,267,269,325,118,236,95,111,47,54,64,24
"GENE_17441",346,117,253,151,56,171,10,52,12,85,34,15
"GENE_17442",4646,1716,2703,2861,425,3024,251,633,98,292,286,495
"GENE_17443",157,13,172,129,64,24,6,31,14,44,16,35
"GENE_17444",49,166,116,38,147,167,16,23,54,46,93,30
"GENE_17445",740,221,742,110,205,410,8,56,89,17,49,87
"GENE_17446",80,283,18,402,164,364,12,286,154,67,52,117
"GENE_17447",163,1310,229,743,827,1188,84,12,334,426,62,279
"GENE_17448",302,816,1024,632,363,373,124,75,335,166,68,120
"GENE_17449",308,313,17,378,820,273,114,242,110,225,1068,139
"GENE_17450",62,218,566,567,180,19,22,55,39,84,155,37
"GENE_17451",925,1792,794,2310,3388,41,733,103,122,162,156,22
"GENE_17452",40,134,12,49,107,92,7,5,6,5,16,3
"GENE_17453",202,24,204,538,687,181,14,44,255,110,27,77
"GENE_17454",375,1104,170,156,241,268,107,141,123,27,24,30
"GENE_17455",515,962,3610,1736,1100,863,421,32,168,323,83,523
"GENE_17456",25,31,33,39,45,111,5,14,20,20,23,50
"GENE_17457",554,275,117,216,267,170,70,35,13,65,57,42
"GENE_17458",104,87,63,30,154,101,59,31,53,15,27,32
"GENE_17459",1271,257,483,88,195,237,167,162,17,63,129,88
"GENE_17460",222,238,71,58,176,126,6,12,9,6,13,7
"GENE_17461",114,1350,63,118,559,298,28,44,70,20,89,160
"GENE_17462",15,72,95,22,55,26,46,2,4,55,5,4
"GENE_17463",941,985,674,150,474,419,38,214,9,83,77,173
"GENE_17464",1108,1043,1989,356,583,1058,86,92,170,58,116,327
"GENE_17465",520,464,563,1498,451,424,144,98,148,23,31,276
"GENE_17466",132,358,62,137,177,281,85,142,47,38,126,70
"GENE_17467",456,167,1521,993,676,242,25,98,43,50,58,39
"GENE_17468",39,261,136,207,182,78,80,23,39,27,25,129
"GENE_17469",92,4,50,56,5,10,2,12,12,1,4,4
"GENE_17470",289,326,477,122,501,642,128,111,102,145,175,134
"GENE_17471",325,264,444,187,270,13,108,87,45,38,111,59
"GENE_17472",1291,470,1245,2463,355,182,160,185,92,55,81,24
"GENE_17473",1401,1227,2488,1168,371,519,31,85,117,248,126,610
"GENE_17474",31,68,14,40,97,39,29,23,3,10,28,29
"GENE_17475",393,35,38,174,352,61,12,18,34,19,77,32
"GENE_17476",756,372,165,591,925,669,84,80,145,326,268,56
"GENE_17477",2958,1940,2410,1179,2872,2538,129,188,71,336,198,248
"GENE_17478",748,461,217,786,669,605,48,27,69,93,151,151
"GENE_17479",160,755,670,320,1968,1154,301,52,191,50,61,136
"GENE_17480",329,767,65,1139,576,398,29,88,80,285,124,452
"GENE_17481",1432,942,783,667,246,577,52,67,45,207,723,210
"GENE_17482",1148,1369,1252,1609,942,2130,34,349,4,116,157,464
"GENE_17483",2162,1468,175,158,914,2051,159,224,32,224,177,32
"GENE_17484",462,184,745,480,380,240,59,32,40,21,85,41
"GENE_17485",130,330,1178,166,577,437,45,29,113,69,26,44
"GENE_17486",348,880,1145,112,1890,874,84,26,24,11,133,131
"GENE_17487",381,89,227,714,215,816,89,28,32,63,18,52
"GENE_17488",612,485,835,1105,417,936,134,120,140,72,918,98
"GENE_17489",13,99,92,64,4,100,9,11,39,8,8,25
"GENE_17490",594,225,676,630,173,192,96,43,87,0,76,17
"GENE_17491",66,209,401,384,679,470,100,82,13,41,52,83
"GENE_17492",315,258,93,270,263,291,26,63,26,110,104,18
"GENE_17493",2851,2175,1338,432,1130,466,71,370,135,246,204,118
"GENE_17494",1869,639,1251,546,1098,1199,166,277,237,157,406,282
"GENE_17495",106,70,406,301,34,454,33,6,17,36,108,153
"GENE_17496",534,648,97,254,581,108,85,5,34,120,29,56
"GENE_17497",15,1648,219,48,1713,803,289,196,42,261,290,568
"GENE_17498",476,312,308,255,71,217,14,166,22,107,96,245
"GENE_17499",1577,400,236,438,119,1131,173,240,291,161,12,135
"GENE_17500",661,592,137,563,119,366,101,248,263,11,119,109
"GENE_17501",93,617,25,93,45,73,77,50,73,2,27,13
"GENE_17502",58,17,91,54,57,234,46,23,25,19,32,46
"GENE_17503",412,527,526,129,457,255,69,18,40,17,29,202
"GENE_17504",558,69,185,225,393,339,91,39,35,18,32,26
"GENE_17505",102,1480,217,1000,459,1113,352,84,253,269,91,28
"GENE_17506",1766,129,1446,1181,1329,302,144,235,158,177,114,202
"GENE_17507",1676,1063,975,574,498,386,239,130,52,148,16,27
"GENE_17508",1401,19,501,634,714,433,60,44,148,6,98,81
"GENE_17509",1533,899,1370,455,476,323,81,37,99,68,49,80
"GENE_17510",281,319,117,765,361,183,110,130,59,23,191,114
"GENE_17511",87,368,118,184,411,242,106,96,60,29,37,33
"GENE_17512",30,173,141,45,85,106,10,42,1,46,44,4
"GENE_17513",407,264,597,209,244,680,252,41,71,115,103,60
"GENE_17514",211,256,231,1192,89,227,66,64,58,100,68,276
"GENE_17515",3006,1219,1701,808,1179,1241,71,114,235,131,73,166
"GENE_17516",21,87,56,21,179,26,21,51,9,10,31,11
"GENE_17517",179,647,391,937,1034,523,314,94,44,112,60,83
"GENE_17518",749,718,186,318,394,224,116,52,75,177,222,199
"GENE_17519",490,502,76,696,181,139,291,55,132,287,194,164
"GENE_17520",324,782,521,700,651,165,171,171,140,380,94,81
"GENE_17521",182,976,660,1058,311,465,114,10,5,215,130,93
"GENE_17522",121,644,1191,273,18,618,30,179,220,160,81,171
"GENE_17523",818,714,313,609,770,375,30,52,26,118,68,89
"GENE_17524",697,430,331,298,314,1857,122,68,120,188,139,185
"GENE_17525",1046,181,237,66,525,630,212,16,24,42,42,76
"GENE_17526",77,92,270,87,203,19,14,31,7,14,0,12
"GENE_17527",463,399,213,475,276,712,102,56,45,155,259,81
"GENE_17528",106,164,115,268,518,517,317,173,268,196,71,43
"GENE_17529",3885,575,387,1056,242,1683,126,270,41,146,66,293
"GENE_17530",31,71,285,394,198,40,16,16,18,27,38,23
"GENE_17531",327,106,40,259,171,172,26,85,11,16,32,6
"GENE_17532",240,221,227,514,254,307,48,57,101,9,55,31
"GENE_17533",188,87,360,586,95,102,136,72,30,10,45,94
"GENE_17534",193,669,470,830,402,84,161,88,246,199,489,136
"GENE_17535",344,188,616,213,1160,989,107,134,197,81,287,118
"GENE_17536",637,1791,1541,499,837,978,612,48,387,215,29,603
"GENE_17537",251,191,95,581,888,330,16,0,137,27,163,51
"GENE_17538",816,713,624,164,2389,1334,132,232,71,33,43,132
"GENE_17539",368,174,2003,506,879,2102,102,21,163,91,171,118
"GENE_17540",120,240,168,90,201,530,18,19,106,90,5,58
"GENE_17541",1703,116,944,668,167,728,44,52,50,214,227,168
"GENE_17542",144,771,1688,221,481,991,50,42,712,231,20,98
"GENE_17543",606,1048,624,648,189,657,127,225,104,43,122,46
"GENE_17544",276,362,161,486,42,116,50,75,57,36,77,39
"GENE_17545",209,513,435,1088,33,441,170,209,189,477,256,49
"GENE_17546",142,40,472,135,112,296,26,28,21,28,24,21
"GENE_17547",232,40,122,76,29,211,84,89,32,17,26,37
"GENE_17548",425,559,419,709,104,21,49,54,16,58,34,144
"GENE_17549",200,510,1377,421,1157,460,128,81,15,425,229,235
"GENE_17550",661,1592,1360,742,948,1530,275,139,909,147,128,817
"GENE_17551",1803,1521,1275,1996,869,1887,113,46,140,419,27,84
"GENE_17552",39,23,8,50,21,12,3,6,18,14,2,7
"GENE_17553",635,4054,766,748,246,1767,243,159,538,259,212,27
"GENE_17554",151,42,397,413,509,255,24,48,38,30,53,0
"GENE_17555",2914,538,975,1349,1087,1473,319,398,362,89,199,62
"GENE_17556",346,93,321,272,190,117,14,26,30,30,9,46
"GENE_17557",593,249,438,1202,289,528,111,68,3,43,68,102
"GENE_17558",84,95,71,47,75,44,22,23,35,8,26,54
"GENE_17559",538,1265,395,87,615,1099,25,56,45,99,140,14
"GENE_17560",382,453,218,189,112,246,82,12,53,30,91,86
